date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:41:16	122870/122870	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2018:50:06%20GMT	https://s1.trrsf.com/update-1698692222/fe/zaz-mod-t360-icons/svg/logos/terra-ios750x1334.png	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1698692222/fe/zaz-mod-t360-icons/svg/logos/terra-ios750x1334.png	(from https://www.terra.com.br/)
07:41:16	94208/94208	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2018:50:06%20GMT	https://s1.trrsf.com/update-1698692222/fe/zaz-mod-t360-icons/svg/logos/terra-ios640x1136.png	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1698692222/fe/zaz-mod-t360-icons/svg/logos/terra-ios640x1136.png	(from https://www.terra.com.br/)
07:41:16	356397/356397	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Nov%202024%2018:05:08%20GMT	https://s1.trrsf.com/update-1732730708/fe/zaz-cerebro/prd/scripts/zaz.min.js	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1732730708/fe/zaz-cerebro/prd/scripts/zaz.min.js	(from https://www.terra.com.br/)
07:41:17	43903/43903	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Nov%202024%2018:40:46%20GMT	https://s1.trrsf.com/update-1731441095/fe/zaz-mod-manager/mod-manager.min.js	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1731441095/fe/zaz-mod-manager/mod-manager.min.js	(from https://www.terra.com.br/)
07:41:17	1600/1600	---M-Z	200	added ('OK')	text/css	date:Tue,%2010%20Sep%202024%2013:58:04%20GMT	https://s1.trrsf.com/update-1731442236/fe/zaz-ui-t360/_css/fonts.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1731442236/fe/zaz-ui-t360/_css/fonts.min.css	(from https://www.terra.com.br/)
07:41:17	102478/102478	---M-Z	200	added ('OK')	text/css	date:Tue,%2011%20Feb%202025%2013:35:09%20GMT	https://s1.trrsf.com/update-1739280909/fe/zaz-ui-t360/_css/context.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1739280909/fe/zaz-ui-t360/_css/context.min.css	(from https://www.terra.com.br/)
07:41:18	8803/8803	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2018:15:10%20GMT	https://s1.trrsf.com/update-1738692910/fe/zaz-mod-t360-icons/_css/essential-solid.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1738692910/fe/zaz-mod-t360-icons/_css/essential-solid.min.css	(from https://www.terra.com.br/)
07:41:18	1337/1337	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Sep%202024%2017:27:59%20GMT	https://s1.trrsf.com/update-1731442358/fe/zaz-mod-t360-icons/_css/sizes.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1731442358/fe/zaz-mod-t360-icons/_css/sizes.min.css	(from https://www.terra.com.br/)
07:41:18	2448/2448	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2018:15:10%20GMT	https://s1.trrsf.com/update-1738692910/fe/zaz-mod-t360-icons/_css/essential.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1738692910/fe/zaz-mod-t360-icons/_css/essential.min.css	(from https://www.terra.com.br/)
07:41:18	5644/5644	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2018:15:11%20GMT	https://s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/portal-sva-solid.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/portal-sva-solid.min.css	(from https://www.terra.com.br/)
07:41:19	20232/20232	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2018:15:11%20GMT	https://s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/shields.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/shields.min.css	(from https://www.terra.com.br/)
07:41:19	2920/2920	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2018:15:11%20GMT	https://s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/zodiac-solid.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/zodiac-solid.min.css	(from https://www.terra.com.br/)
07:41:19	4225/4225	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2018:15:11%20GMT	https://s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/zodiac.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/zodiac.min.css	(from https://www.terra.com.br/)
07:41:19	3965/3965	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2018:15:11%20GMT	https://s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/weather.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1738692911/fe/zaz-mod-t360-icons/_css/weather.min.css	(from https://www.terra.com.br/)
07:41:20	12811/12811	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2018:25:09%20GMT	https://s1.trrsf.com/update-1739211909/fe/zaz-app-t360-cards/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1739211909/fe/zaz-app-t360-cards/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:20	17526/17526	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2018:25:10%20GMT	https://s1.trrsf.com/update-1738693510/fe/zaz-app-t360-navbar/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1738693510/fe/zaz-app-t360-navbar/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:20	6278/6278	---M-Z	200	added ('OK')	text/css	date:Thu,%2002%20Jan%202025%2018:45:10%20GMT	https://s1.trrsf.com/update-1735843510/fe/zaz-app-t360-subject-table/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1735843510/fe/zaz-app-t360-subject-table/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:20	13627/13627	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2017:57:51%20GMT	https://s1.trrsf.com/update-1731441831/fe/zaz-app-t360-ticker/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1731441831/fe/zaz-app-t360-ticker/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:21	1415/1415	---M-Z	200	added ('OK')	text/css	date:Tue,%2016%20Jul%202024%2019:27:39%20GMT	https://s1.trrsf.com/update-1731441778/fe/zaz-app-t360-championship-teams/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1731441778/fe/zaz-app-t360-championship-teams/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:21	4893/4893	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20Dec%202023%2019:15:06%20GMT	https://s1.trrsf.com/update-1731442068/fe/zaz-app-t360-editorial-table/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1731442068/fe/zaz-app-t360-editorial-table/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:21	6083/6083	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Dec%202024%2013:05:08%20GMT	https://s1.trrsf.com/update-1734613508/fe/zaz-app-t360-sva-table/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1734613508/fe/zaz-app-t360-sva-table/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:21	2061/2061	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Jun%202024%2013:47:59%20GMT	https://s1.trrsf.com/update-1731442487/fe/zaz-app-t360-teams/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1731442487/fe/zaz-app-t360-teams/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:22	7917/7917	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Dec%202024%2017:45:09%20GMT	https://s1.trrsf.com/update-1734630309/fe/zaz-app-t360-horoscope/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1734630309/fe/zaz-app-t360-horoscope/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:22	9778/9778	---M-Z	200	added ('OK')	text/css	date:Wed,%2004%20Dec%202024%2022:05:09%20GMT	https://s1.trrsf.com/update-1733349909/fe/zaz-app-t360-weather/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1733349909/fe/zaz-app-t360-weather/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:22	6128/6128	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20May%202024%2011:47:22%20GMT	https://s1.trrsf.com/update-1731441831/fe/zaz-app-t360-stories/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1731441831/fe/zaz-app-t360-stories/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:22	2327/2327	---M-Z	200	added ('OK')	text/css	date:Thu,%2001%20Aug%202024%2014:38:16%20GMT	https://s1.trrsf.com/update-1731441646/fe/zaz-app-t360-user-table/_css/theme-default.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1731441646/fe/zaz-app-t360-user-table/_css/theme-default.min.css	(from https://www.terra.com.br/)
07:41:22	8815/8815	---M-Z	200	added ('OK')	text/css	date:Mon,%2010%20Feb%202025%2018:25:09%20GMT	https://s1.trrsf.com/update-1739211909/fe/zaz-ui-t360-home/_css/context.min.css	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1739211909/fe/zaz-ui-t360-home/_css/context.min.css	(from https://www.terra.com.br/)
07:41:23	1712/1712	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202025%2013:35:09%20GMT	https://s1.trrsf.com/update-1739280909/fe/zaz-ui-t360/_js/transition.min.js	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/s1.trrsf.com/update-1739280909/fe/zaz-ui-t360/_js/transition.min.js	(from https://www.terra.com.br/)
07:41:23	299/299	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Feb%202025%2010:41:23%20GMT	https://www.terra.com.br/ak.m	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/ak.m	(from https://www.terra.com.br/)
07:41:23	299/299	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Feb%202025%2010:41:23%20GMT	https://www.terra.com.br/ak.t	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/ak.t	(from https://www.terra.com.br/)
07:41:24	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2010:41:23%20GMT	https://www.terra.com.br/{'id':%20420,%20'parent':%20None,%20'label':%20'Terra%20Mail',%20'url':%20'https://servicos.terra.com.br/para-voce/terra-mail?utm_source=portal-terra&utm_medium=espaco-fixo&utm_campaign=header&utm_content=pg&utm_term=terra-mail-tri_pos-01&cdConvenio=CVTR00001907'}	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/{'id'_%20420,%20'parent'_%20None,%20'label'_%20'Terra%20Mail',%20'url'_%20'https_/servicos.terra.com.br/para-voce/terra-mail8424	(from https://www.terra.com.br/)
07:41:24	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2010:41:23%20GMT	https://www.terra.com.br/{'id':%20419,%20'parent':%20None,%20'label':%20'Combo%20de%20Cursos',%20'url':%20'https://servicos.terra.com.br/para-voce/cursos-online?utm_source=portal-terra&utm_medium=espaco-fixo&utm_campaign=header&utm_content=lp&utm_term=cursos-online_pos-02&cdConvenio=CVTR00001907'}	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/{'id'_%20419,%20'parent'_%20None,%20'label'_%20'Combo%20de%20Cursos',%20'url'_%20'https_/servicos.terra.com.br/para-voce/cursos-online5a51	(from https://www.terra.com.br/)
07:41:24	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2010:41:24%20GMT	https://www.terra.com.br/{'id':%20421,%20'parent':%20None,%20'label':%20'Amazon%20Prime',%20'url':%20'https://servicos.terra.com.br/para-voce/amazon-prime?utm_source=portal-terra&utm_medium=espaco-fixo&utm_campaign=header&utm_content=lp&utm_term=amazon_pos-04&cdConvenio=CVTR00001907'}	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/{'id'_%20421,%20'parent'_%20None,%20'label'_%20'Amazon%20Prime',%20'url'_%20'https_/servicos.terra.com.br/para-voce/amazon-primefaea	(from https://www.terra.com.br/)
07:41:24	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2010:41:24%20GMT	https://www.terra.com.br/{'id':%20543,%20'parent':%20None,%20'label':%20'Central%20do%20Assinante',%20'url':%20'https://central.terra.com.br/login?next=http://central.terra.com.br/?utm_source=portal-terra&utm_medium=espaco-fixo&utm_campaign=header&utm_content=pg&utm_term=central-do-assinante_pos-07&cdConvenio=CVTR00001907'}	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/{'id'_%20543,%20'parent'_%20None,%20'label'_%20'Central%20do%20Assinante',%20'url'_%20'https_/central.terra.com.br/logine3c7	(from https://www.terra.com.br/)
07:41:25	152101/152101	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:24%20GMT	https://www.terra.com.br/noticias/mundo/hamas-entrega-corpos-de-quatro-refens-a-israel-como-parte-do-acordo-de-cessar-fogo,927d938f88becfdb3171b749e10634f7qg3vwllj.html	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/noticias/mundo/hamas-entrega-corpos-de-quatro-refens-a-israel-como-parte-do-acordo-de-cessar-fogo,927d938f88becfdb3171b749e10634f7qg3vwllj.html	(from https://www.terra.com.br/)
07:41:25	172052/172052	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:24%20GMT	https://www.terra.com.br/noticias/mundo/trump-esta-em-campanha-para-ganhar-nobel-da-paz,46858feb4798a230b69645d4388fab5fl5i1rpdh.html	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/noticias/mundo/trump-esta-em-campanha-para-ganhar-nobel-da-paz,46858feb4798a230b69645d4388fab5fl5i1rpdh.html	(from https://www.terra.com.br/)
07:41:25	151521/151521	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:25%20GMT	https://www.terra.com.br/planeta/qual-e-o-maximo-de-calor-que-o-corpo-humano-suporta,e243e6db1b40b44e9e9194750cc30cf431bshxjm.html	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/planeta/qual-e-o-maximo-de-calor-que-o-corpo-humano-suporta,e243e6db1b40b44e9e9194750cc30cf431bshxjm.html	(from https://www.terra.com.br/)
07:41:26	44810/44810	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Feb%202025%2017:45:34%20GMT	https://p2.trrsf.com/image/fget/cf/629/345/0/132/306/168/images.terra.com/2025/02/19/1337190810-calor-sol.png	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/p2.trrsf.com/image/fget/cf/629/345/0/132/306/168/images.terra.com/2025/02/19/1337190810-calor-sol.png	(from https://www.terra.com.br/)
07:41:26	373589/373589	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:25%20GMT	https://www.terra.com.br/diversao/carnaval/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/diversao/carnaval/index.html	(from https://www.terra.com.br/)
07:41:26	150/150	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2020%20Feb%202025%2010:41:25%20GMT	https://www.terra.com.br/{'id':%20422,%20'parent':%20None,%20'description':%20'<p%20class=%22text%22>&nbsp;</p>/n/n<div%20id=%22professor_prebid-root%22>&nbsp;</div>/n',%20'label':%20'Terra%20Astral',%20'url':%20'https://servicos.terra.com.br/para-voce/terra-astral/?utm_source=portal-terra&utm_medium=espaco-fixo&utm_campaign=header&utm_content=lp&utm_term=terra-astral_barra-ds&cdConvenio=CVTR00001907'}	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/{'id'_%20422,%20'parent'_%20None,%20'description'_%20'_p/p_/n/n_div%20id=_professor_prebid-root__&nbsp;_/div_/n',%20'label'_%20'Terra%20Astral',%20'url'_%20'https_/servicos.terr/index0521.htm	(from https://www.terra.com.br/)
07:41:27	167285/167285	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:26%20GMT	https://www.terra.com.br/noticias/educacao/carreira/pedreiro-conquista-milhoes-de-seguidores-vira-influenciador-e-troca-obras-por-gravacoes,e3c955a4967ce0e9c6ddcccbc68814658izcnuj0.html	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/noticias/educacao/carreira/pedreiro-conquista-milhoes-de-seguidores-vira-influenciador-e-troca-obras-por-gravacoes,e3c955a4967ce0e9c6ddcccbc68814658izcnuj0.html	(from https://www.terra.com.br/)
07:41:27	352994/352994	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:26%20GMT	https://www.terra.com.br/diversao/tv/reality-shows/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/diversao/tv/reality-shows/index.html	(from https://www.terra.com.br/)
07:41:27	3646/3646	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Feb%202025%2000:43:08%20GMT	https://p2.trrsf.com/image/fget/cf/1185/1185/207/0/112/112/images.terra.com/2025/02/18/pedreiro-1iyfi9telp9ie.jpeg	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/p2.trrsf.com/image/fget/cf/1185/1185/207/0/112/112/images.terra.com/2025/02/18/pedreiro-1iyfi9telp9ie.jpg	(from https://www.terra.com.br/)
07:41:28	138356/138356	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:27%20GMT	https://www.terra.com.br/terracreators/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/terracreators/index.html	(from https://www.terra.com.br/)
07:41:28	370724/370724	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:27%20GMT	https://www.terra.com.br/diversao/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/diversao/index.html	(from https://www.terra.com.br/)
07:41:29	164108/164108	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:27%20GMT	https://www.terra.com.br/noticias/brasil/politica/sob-ameaca-de-prisao-mauro-cid-mudou-versao-sobre-trama-golpista,6ddf077f712fda6528a8fd7b7a9fd72bbgpsb8p8.html	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/noticias/brasil/politica/sob-ameaca-de-prisao-mauro-cid-mudou-versao-sobre-trama-golpista,6ddf077f712fda6528a8fd7b7a9fd72bbgpsb8p8.html	(from https://www.terra.com.br/)
07:41:29	380927/380927	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:28%20GMT	https://www.terra.com.br/vida-e-estilo/horoscopo/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/vida-e-estilo/horoscopo/index.html	(from https://www.terra.com.br/)
07:41:29	376050/376050	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:29%20GMT	https://www.terra.com.br/esportes/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/esportes/index.html	(from https://www.terra.com.br/)
07:41:30	409387/409387	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:28%20GMT	https://www.terra.com.br/apostas/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/apostas/index.html	(from https://www.terra.com.br/)
07:41:30	350881/350881	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:29%20GMT	https://www.terra.com.br/nos/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/nos/index.html	(from https://www.terra.com.br/)
07:41:30	355301/355301	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:30%20GMT	https://www.terra.com.br/economia/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/economia/index.html	(from https://www.terra.com.br/)
07:41:31	377955/377955	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:30%20GMT	https://www.terra.com.br/noticias/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/noticias/index.html	(from https://www.terra.com.br/)
07:41:31	2694/2694	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202025%2013:56:56%20GMT	https://p2.trrsf.com/image/fget/cf/535/535/94/0/112/112/images.terra.com/2025/02/19/1288240187-00d5ef90-eeb0-11ef-bd1b-d536627785f2.jpg	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/p2.trrsf.com/image/fget/cf/535/535/94/0/112/112/images.terra.com/2025/02/19/1288240187-00d5ef90-eeb0-11ef-bd1b-d536627785f2.jpg	(from https://www.terra.com.br/)
07:41:31	356313/356313	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:31%20GMT	https://www.terra.com.br/planeta/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/planeta/index.html	(from https://www.terra.com.br/)
07:41:32	375555/375555	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:31%20GMT	https://www.terra.com.br/noticias/educacao/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/noticias/educacao/index.html	(from https://www.terra.com.br/)
07:41:32	384216/384216	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Feb%202025%2010:41:31%20GMT	https://www.terra.com.br/vida-e-estilo/	C:/Users/LAB4/Downloads/DDMII/Siteoff/site_terra/www.terra.com.br/vida-e-estilo/index.html	(from https://www.terra.com.br/)
